iter	RMSE
860	10.1952124
861	10.19253782
862	10.18607261
863	10.180957
864	10.17608647
865	10.17298321
866	10.17008966
867	10.16694307
868	10.16498578
869	10.15966676
870	10.15317418
871	10.14878932
872	10.14450858
873	10.14219434
874	10.13966752
875	10.13116315
876	10.12610648
877	10.12182408
878	10.11652615
879	10.1107917
880	10.10497737
881	10.10006949
882	10.09417005
883	10.09192529
884	10.08862348
885	10.08451747
886	10.08123107
887	10.0775368
888	10.07196816
889	10.06671847
890	10.06295179
891	10.06140661
892	10.05634702
893	10.05231225
894	10.04746024
895	10.04135923
896	10.0343972
897	10.02744509
898	10.02353873
899	10.01795528
900	10.01431104
901	10.01108978
902	10.00712465
903	10.00101263
904	9.996961117
905	9.994979027
906	9.990934033
907	9.983078008
908	9.979423352
909	9.974345298
910	9.970154984
911	9.967003238
912	9.961064424
913	9.95431951
914	9.950106282
915	9.945986163
916	9.941128582
917	9.933934588
918	9.929763948
919	9.923634491
920	9.918726672
921	9.916871628
922	9.913036799
923	9.910816492
924	9.90500934
925	9.900684874
926	9.897132855
927	9.891867706
928	9.888510171
929	9.885559864
930	9.881574387
931	9.876590456
932	9.870813329
933	9.868947039
934	9.865669161
935	9.862475507
936	9.856931998
937	9.853632454
938	9.848663199
939	9.846443889
940	9.841275143
941	9.836348665
942	9.832179617
943	9.828233194
944	9.822555807
945	9.815051658
946	9.812218329
947	9.808715269
948	9.804897996
949	9.798835269
950	9.796667876
951	9.792177619
952	9.788988798
953	9.783861736
954	9.780758062
955	9.777744562
956	9.771438497
957	9.764818529
958	9.76209144
959	9.755186693
960	9.75258178
961	9.745513751
962	9.741073816
963	9.735773731
964	9.733582066
965	9.729557923
966	9.725161237
967	9.721451105
968	9.717021403
969	9.714113675
970	9.710139662
971	9.707302383
972	9.703462615
973	9.700006723
974	9.696035384
975	9.692465118
976	9.688586419
977	9.68455608
978	9.680055037
979	9.673987312
980	9.669413927
981	9.667102144
982	9.663848107
983	9.66133624
984	9.656450328
985	9.651479693
986	9.647745213
987	9.640726968
988	9.63693254
989	9.633592357
990	9.630595634
991	9.62759544
992	9.619595625
993	9.616744301
994	9.613023956
995	9.610409676
996	9.607139696
997	9.602560589
998	9.599418807
999	9.594512502
